"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Average Journal Impact Factor Percentile
7736,ARCHIV FUR MOLLUSKENKUNDE,ARCH MOLLUSKENKD,1.077,36.667
7736,CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,CAMB Q HEALTHC ETHIC,1.077,23.423
7736,CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,CAMB Q HEALTHC ETHIC,1.077,23.423
7736,INTERNATIONAL OPHTHALMOLOGY,INT OPHTHALMOL,1.077,12.712
7736,International Journal of Polymer Science,INT J POLYM SCI,1.077,33.140
7736,JOURNAL OF MATHEMATICAL PHYSICS,J MATH PHYS,1.077,40.909
7736,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.077,30.097
7736,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,J OPER RES SOC,1.077,30.097
7744,American Journal of Audiology,AM J AUDIOL,1.076,25.881
7744,JOURNAL OF ENGINEERING MATHEMATICS,J ENG MATH,1.076,44.574
7744,JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY,J PEDIAT HEMATOL ONC,1.076,12.745
7744,Journal of Oleo Science,J OLEO SCI,1.076,41.063
7748,BIOMETRICAL JOURNAL,BIOMETRICAL J,1.075,45.129
7748,Journal of Web Semantics,J WEB SEMANT,1.075,29.711
7748,R Journal,R J,1.075,40.643
7751,STATISTICAL MODELLING,STAT MODEL,1.074,54.435
7751,VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE,VET CLIN N AM-FOOD A,1.074,59.926
7753,DENTAL MATERIALS JOURNAL,DENT MATER J,1.073,22.348
7753,GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE,GROUP DYN-THEOR RES,1.073,23.387
7753,JOURNAL OF ADHESION SCIENCE AND TECHNOLOGY,J ADHES SCI TECHNOL,1.073,29.417
7756,ADVANCED NONLINEAR STUDIES,ADV NONLINEAR STUD,1.072,72.371
7756,AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION,AUST J PUBL ADMIN,1.072,37.234
7758,ANTHROZOOS,ANTHROZOOS,1.071,56.693
7758,ANTHROZOOS,ANTHROZOOS,1.071,56.693
7758,Bulletin of the Peabody Museum of Natural History,B PEABODY MUS NAT HI,1.071,36.520
7758,Central European Journal of Geosciences,CENT EUR J GEOSCI,1.071,25.266
7758,HELVETICA CHIMICA ACTA,HELV CHIM ACTA,1.071,28.012
7758,JOURNAL D ANALYSE MATHEMATIQUE,J ANAL MATH,1.071,83.441
7758,JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH,J ASIAN NAT PROD RES,1.071,26.620
7758,PRESSE MEDICALE,PRESSE MED,1.071,39.032
7758,Studies in Conflict & Terrorism,STUD CONFL TERROR,1.071,55.548
7758,Ukrainian Journal of Physical Optics,UKR J PHYS OPT,1.071,25.543
7768,BERNOULLI,BERNOULLI,1.070,53.629
7768,Johnson Matthey Technology Review,JOHNSON MATTHEY TECH,1.070,19.521
7768,Journal of Health Organization and Management,J HEALTH ORGAN MANAG,1.070,18.831
7768,Processing and Application of Ceramics,PROCESS APPL CERAM,1.070,59.615
7772,AMERICAN JOURNAL OF PHYSICS,AM J PHYS,1.069,42.590
7772,INDIAN JOURNAL OF DERMATOLOGY,INDIAN J DERMATOL,1.069,18.254
7772,International Journal of Clinical and Experimental Medicine,INT J CLIN EXP MED,1.069,19.141
7772,JOURNAL OF HOUSING ECONOMICS,J HOUS ECON,1.069,43.734
7772,Pharmacognosy Magazine,PHARMACOGN MAG,1.069,12.500
7777,DEFENCE AND PEACE ECONOMICS,DEFENCE PEACE ECON,1.068,56.916
7777,EXPERIMENTAL AGRICULTURE,EXP AGR,1.068,57.229
7777,INTERNATIONAL JOURNAL OF GEOMETRIC METHODS IN MODERN PHYSICS,INT J GEOM METHODS M,1.068,39.091
7777,Mammal Research,MAMMAL RES,1.068,52.454
7777,Materials Research Express,MATER RES EXPRESS,1.068,26.000
7777,PSYCHOANALYTIC PSYCHOLOGY,PSYCHOANAL PSYCHOL,1.068,63.986
7783,FOUNDATIONS OF PHYSICS,FOUND PHYS,1.067,43.671
7783,Information Technology & Management,INFORM TECHNOL MANAG,1.067,37.685
7783,JOURNAL OF EMPLOYMENT COUNSELING,J EMPLOYMENT COUNS,1.067,28.125
7783,Journal of Applied Biomaterials & Functional Materials,J APPL BIOMATER FUNC,1.067,18.768
7783,Medicine Health Care and Philosophy,MED HEALTH CARE PHIL,1.067,69.262
7783,Security and Communication Networks,SECUR COMMUN NETW,1.067,21.989
7789,CLINICAL NEPHROLOGY,CLIN NEPHROL,1.066,18.831
7789,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,INT J COMMUN SYST,1.066,23.106
7789,MEDICAL HYPOTHESES,MED HYPOTHESES,1.066,18.359
7789,Technology Pedagogy and Education,TECHNOL PEDAGOG EDUC,1.066,47.447
7793,International Journal of Plant Production,INT J PLANT PROD,1.065,56.024
7793,Natural Language Engineering,NAT LANG ENG,1.065,48.952
7793,Natural Language Engineering,NAT LANG ENG,1.065,48.952
7793,Operational Research,OPER RES-GER,1.065,31.928
7797,CHINESE MEDICAL JOURNAL,CHINESE MED J-PEKING,1.064,38.387
7797,Cardiovascular Engineering and Technology,CARDIOVASC ENG TECHN,1.064,18.813
7797,JOURNAL OF CRUSTACEAN BIOLOGY,J CRUSTACEAN BIOL,1.064,35.714
7797,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,J MATH ANAL APPL,1.064,71.854
7797,SCHOOL PSYCHOLOGY REVIEW,SCHOOL PSYCHOL REV,1.064,28.448
7797,SCIENCE OF COMPUTER PROGRAMMING,SCI COMPUT PROGRAM,1.064,33.491
7803,Profesional de la Informacion,PROF INFORM,1.063,47.647
7803,Radiophysics and Quantum Electronics,RADIOPHYS QUANT EL+,1.063,25.300
7803,WATER AND ENVIRONMENT JOURNAL,WATER ENVIRON J,1.063,25.128
7806,AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,AM INDIAN ALASKA NAT,1.062,30.992
7806,CRYPTOGAMIE BRYOLOGIE,CRYPTOGAMIE BRYOL,1.062,38.443
7806,Current Nanoscience,CURR NANOSCI,1.062,19.481
7806,Dissertationes Mathematicae,DISS MATH,1.062,82.797
7806,JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,J BUS TECH COMMUN,1.062,32.592
7806,Quantitative InfraRed Thermography Journal,QUANT INFR THERM J,1.062,33.120
7812,IET Communications,IET COMMUN,1.061,26.908
7812,JOURNAL OF ETHOLOGY,J ETHOL,1.061,27.391
7812,JOURNAL OF MODERN HISTORY,J MOD HIST,1.061,94.828
7812,Journal of Semantics,J SEMANT,1.061,68.407
7812,RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS,RUSS J MATH PHYS,1.061,37.273
7812,Reading & Writing Quarterly,READ WRIT Q,1.061,45.221
7818,BMC MEDICAL IMAGING,BMC MED IMAGING,1.060,18.504
7818,CAREER DEVELOPMENT QUARTERLY,CAREER DEV Q,1.060,26.875
7818,PHASE TRANSITIONS,PHASE TRANSIT,1.060,25.990
7818,QUEUEING SYSTEMS,QUEUEING SYST,1.060,27.504
7818,Review of International Economics,REV INT ECON,1.060,56.628
7823,BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT,BIOTECHNOL BIOTEC EQ,1.059,17.813
7823,DIAGNOSTICA,DIAGNOSTICA,1.059,30.165
7823,HIGH PRESSURE RESEARCH,HIGH PRESSURE RES,1.059,42.405
7823,Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,REV BRAS FARMACOGN,1.059,12.129
7823,Vertebrate Zoology,VERTEBR ZOOL,1.059,51.227
7828,INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,1.057,15.194
7828,Journal of Media Psychology-Theories Methods and Applications,J MEDIA PSYCHOL-GER,1.057,44.122
7830,AMERICAN JOURNAL OF MATHEMATICS,AM J MATH,1.056,82.476
7830,Ecquid Novi-African Journalism Studies,ECQUID NOVI-AFR JOUR,1.056,42.405
7830,INFORMATICA,INFORMATICA-LITHUAN,1.056,41.913
7830,International Journal of Accounting Information Systems,INT J ACCOUNT INF SY,1.056,30.949
7834,CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,CAN J EXP PSYCHOL,1.055,12.500
7834,Hip International,HIP INT,1.055,32.237
7834,OPTICAL AND QUANTUM ELECTRONICS,OPT QUANT ELECTRON,1.055,25.492
7834,ORL-Journal for Oto-Rhino-Laryngology Head and Neck Surgery,ORL J OTO-RHINO-LARY,1.055,27.381
7838,CHEMICAL SPECIATION AND BIOAVAILABILITY,CHEM SPEC BIOAVAILAB,1.054,11.918
7838,CHILD & YOUTH CARE FORUM,CHILD YOUTH CARE FOR,1.054,16.429
7838,CONSTRAINTS,CONSTRAINTS,1.054,33.569
7838,Childrens Geographies,CHILD GEOGR,1.054,38.608
7838,SURVIVAL,SURVIVAL,1.054,54.663
7843,Computational Economics,COMPUT ECON,1.053,40.785
7843,Computational Economics,COMPUT ECON,1.053,40.785
7843,Estonian Journal of Earth Sciences,EST J EARTH SCI,1.053,24.734
7843,European Journal of Dental Education,EUR J DENT EDUC,1.053,30.847
7843,International Journal of Architectural Heritage,INT J ARCHIT HERIT,1.053,41.921
7843,International Journal of Computational Methods,INT J COMP METH-SING,1.053,43.485
7843,JOURNAL OF APPLIED BIOMECHANICS,J APPL BIOMECH,1.053,25.902
7843,MACHINING SCIENCE AND TECHNOLOGY,MACH SCI TECHNOL,1.053,25.248
7843,Natural Language Semantics,NAT LANG SEMANT,1.053,67.857
7843,POLITICAL RESEARCH QUARTERLY,POLIT RES QUART,1.053,50.000
7843,REVIEW OF ECONOMIC DYNAMICS,REV ECON DYNAM,1.053,56.340
7843,ZYGOTE,ZYGOTE,1.053,8.915
7855,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,CAN J AGR ECON,1.052,52.882
7855,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,CAN J AGR ECON,1.052,52.882
7855,CLAY MINERALS,CLAY MINER,1.052,28.714
7855,DEVIANT BEHAVIOR,DEVIANT BEHAV,1.052,39.745
7855,IEEE TRANSACTIONS ON PLASMA SCIENCE,IEEE T PLASMA SCI,1.052,30.645
7855,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,REV INST MED TROP SP,1.052,34.211
7855,TEACHING AND LEARNING IN MEDICINE,TEACH LEARN MED,1.052,24.072
7862,Asia Pacific Journal of Tourism Research,ASIA PAC J TOUR RES,1.051,32.222
7862,BRITISH JOURNAL OF NEUROSURGERY,BRIT J NEUROSURG,1.051,18.890
7862,BULLETIN OF INSECTOLOGY,B INSECTOL,1.051,53.226
7862,Frontiers of Earth Science,FRONT EARTH SCI-PRC,1.051,23.670
7862,International Journal of Paleopathology,INT J PALEOPATHOL,1.051,23.822
7862,JOURNAL OF FIRE SCIENCES,J FIRE SCI,1.051,35.102
7862,NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW,NETH J GEOSCI,1.051,23.670
7862,SURGICAL AND RADIOLOGIC ANATOMY,SURG RADIOL ANAT,1.051,25.678
7862,i-Perception,I-PERCEPTION,1.051,11.310
7871,ALLELOPATHY JOURNAL,ALLELOPATHY J,1.050,54.819
7871,INFORMATION AND COMPUTATION,INFORM COMPUT,1.050,48.892
7871,International Journal of Biomathematics,INT J BIOMATH,1.050,32.456
7871,MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,MERRILL PALMER QUART,1.050,15.000
7875,ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,ANN I STAT MATH,1.049,52.823
7875,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,T I MEAS CONTROL,1.049,24.583
7877,COMBINATORICA,COMBINATORICA,1.048,82.154
7877,Hellenic Journal of Nuclear Medicine,HELL J NUCL MED,1.048,16.929
7877,IET Systems Biology,IET SYST BIOL,1.048,19.167
7877,International Journal of Applied Ceramic Technology,INT J APPL CERAM TEC,1.048,55.769
7877,Journal of Vascular Access,J VASC ACCESS,1.048,2.381
7882,Journal of Power Electronics,J POWER ELECTRON,1.047,26.145
7882,MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT,MEAS EVAL COUNS DEV,1.047,26.175
7882,TURKISH JOURNAL OF BOTANY,TURK J BOT,1.047,37.972
7885,JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,J ASIA-PAC ENTOMOL,1.046,52.151
7885,LATIN AMERICAN POLITICS AND SOCIETY,LAT AM POLIT SOC,1.046,64.878
7887,Small-Scale Forestry,SMALL-SCALE FOR,1.045,46.094
7887,Theoretical and Experimental Plant Physiology,THEOR EXP PLANT PHYS,1.045,37.500
7887,VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE,VET CLIN N AM-SMALL,1.045,58.456
7890,Advances in Condensed Matter Physics,ADV COND MATTER PHYS,1.044,21.642
7890,FISCAL STUDIES,FISC STUD,1.044,50.915
7890,IET Image Processing,IET IMAGE PROCESS,1.044,26.069
7890,JOURNAL OF EARTHQUAKE ENGINEERING,J EARTHQ ENG,1.044,31.688
7894,JOURNAL OF AMERICAN HISTORY,J AM HIST,1.043,93.678
7894,JOURNAL OF PORPHYRINS AND PHTHALOCYANINES,J PORPHYR PHTHALOCYA,1.043,27.410
7896,Atencion Primaria,ATEN PRIM,1.042,25.121
7896,Journal of Integrative Agriculture,J INTEGR AGR,1.042,65.179
7896,ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,Z KINDER JUG-PSYCH,1.042,24.820
7899,BIOTECHNIC & HISTOCHEMISTRY,BIOTECH HISTOCHEM,1.041,11.834
7899,Central European Journal of Energetic Materials,CENT EUR J ENERG MAT,1.041,35.949
7899,FORMAL ASPECTS OF COMPUTING,FORM ASP COMPUT,1.041,32.547
7899,JOURNAL OF INTELLECTUAL & DEVELOPMENTAL DISABILITY,J INTELLECT DEV DIS,1.041,41.466
7899,JOURNAL OF TROPICAL ECOLOGY,J TROP ECOL,1.041,25.163
7899,JOURNAL OF WATER AND HEALTH,J WATER HEALTH,1.041,16.353
7899,Moscow Mathematical Journal,MOSC MATH J,1.041,70.622
7906,ACTA CHIROPTEROLOGICA,ACTA CHIROPTEROL,1.040,50.613
7907,ANAESTHESIST,ANAESTHESIST,1.039,8.065
7907,Frontiers of Computer Science,FRONT COMPUT SCI-CHI,1.039,30.523
7907,REVUE NEUROLOGIQUE,REV NEUROL-FRANCE,1.039,13.660
7910,Career Development International,CAREER DEV INT,1.038,24.688
7910,Hypatia-A Journal of Feminist Philosophy,HYPATIA,1.038,54.878
7910,INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY,INT J OSTEOARCHAEOL,1.038,54.268
7910,JOURNAL OF EVOLUTION EQUATIONS,J EVOL EQU,1.038,70.265
7910,JOURNAL OF SPORT & SOCIAL ISSUES,J SPORT SOC ISSUES,1.038,41.399
7910,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,J MAR BIOL ASSOC UK,1.038,34.762
7910,POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,POP STUD-J DEMOG,1.038,36.538
7910,TURKISH JOURNAL OF BIOLOGY,TURK J BIOL,1.038,32.353
7910,ZOOMORPHOLOGY,ZOOMORPHOLOGY,1.038,40.476
7919,ASSISTIVE TECHNOLOGY,ASSIST TECHNOL,1.037,40.714
7919,Clinical Psychologist,CLIN PSYCHOL-UK,1.037,24.085
7919,Clinical Psychologist,CLIN PSYCHOL-UK,1.037,24.085
7919,IET Information Security,IET INFORM SECUR,1.037,29.159
7919,INFANT AND CHILD DEVELOPMENT,INFANT CHILD DEV,1.037,13.571
7919,International Journal of Design,INT J DES,1.037,38.964
7919,International Journal of Design,INT J DES,1.037,38.964
7919,PSYCHIATRIC REHABILITATION JOURNAL,PSYCHIATR REHABIL J,1.037,32.408
7919,WORLDS POULTRY SCIENCE JOURNAL,WORLD POULTRY SCI J,1.037,64.655
7928,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,1.036,32.315
7928,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,INT J TECHNOL MANAGE,1.036,32.315
7928,ISRAEL MEDICAL ASSOCIATION JOURNAL,ISR MED ASSOC J,1.036,37.097
7928,LABOUR ECONOMICS,LABOUR ECON,1.036,55.187
7928,Revue Roumaine des Sciences Techniques-Serie Electrotechnique et Energetique,REV ROUM SCI TECH-EL,1.036,25.382
7933,Mathematical Biosciences and Engineering,MATH BIOSCI ENG,1.035,28.947
7934,Ad Hoc & Sensor Wireless Networks,AD HOC SENS WIREL NE,1.034,19.496
7934,European Journal of International Law,EUR J INT LAW,1.034,58.567
7934,JOURNAL OF PSYCHOEDUCATIONAL ASSESSMENT,J PSYCHOEDUC ASSESS,1.034,25.000
7934,PEDIATRIC EMERGENCY CARE,PEDIATR EMERG CARE,1.034,28.659
7934,SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,SYST RES BEHAV SCI,1.034,39.328
7939,AMERICAN JOURNAL OF OTOLARYNGOLOGY,AM J OTOLARYNG,1.033,25.000
7939,INVERSE PROBLEMS IN SCIENCE AND ENGINEERING,INVERSE PROBL SCI EN,1.033,40.132
7939,Journal of Software-Evolution and Process,J SOFTW-EVOL PROC,1.033,30.660
7939,Research Papers in Education,RES PAP EDUC,1.033,46.596
7939,Research in Social Stratification and Mobility,RES SOC STRAT MOBIL,1.033,52.098
7944,JOURNAL OF COMPUTATIONAL BIOLOGY,J COMPUT BIOL,1.032,25.875
7945,ARKIVOC,ARKIVOC,1.031,31.356
7945,Biocybernetics and Biomedical Engineering,BIOCYBERN BIOMED ENG,1.031,22.727
7945,Journal on Multimodal User Interfaces,J MULTIMODAL USER IN,1.031,25.846
7945,ZooKeys,ZOOKEYS,1.031,49.387
7949,EDUCATIONAL POLICY,EDUC POLICY,1.030,46.170
7949,NURSING ECONOMICS,NURS ECON,1.030,44.355
7949,NURSING ECONOMICS,NURS ECON,1.030,44.355
7952,COMPTES RENDUS MECANIQUE,CR MECANIQUE,1.029,26.692
7952,DISCOURSE & SOCIETY,DISCOURSE SOC,1.029,45.445
7952,INFORMATION TECHNOLOGY AND LIBRARIES,INFORM TECHNOL LIBR,1.029,33.680
7952,INFORMATION TECHNOLOGY AND LIBRARIES,INFORM TECHNOL LIBR,1.029,33.680
7952,Journal of Diversity in Higher Education,J DIVERS HIGH EDUC,1.029,29.727
7952,PHILOSOPHICAL PSYCHOLOGY,PHILOS PSYCHOL,1.029,49.840
7952,Turkish Studies,TURK STUD,1.029,86.232
7959,LEARNING DISABILITY QUARTERLY,LEARN DISABILITY Q,1.028,38.008
7959,REVIEW OF HIGHER EDUCATION,REV HIGH EDUC,1.028,45.319
7961,Exploration Geophysics,EXPLOR GEOPHYS,1.027,33.929
7961,Journal of Advanced Prosthodontics,J ADV PROSTHODONT,1.027,22.778
7961,Open Chemistry,OPEN CHEM,1.027,26.807
7964,POTENTIAL ANALYSIS,POTENTIAL ANAL,1.026,81.190
7964,RUSSIAN MATHEMATICAL SURVEYS,RUSS MATH SURV+,1.026,81.190
7966,Environmental Hazards-Human and Policy Dimensions,ENVIRON HAZARDS-UK,1.025,21.429
7966,MICROPROCESSORS AND MICROSYSTEMS,MICROPROCESS MICROSY,1.025,28.045
7966,NANO,NANO,1.025,19.908
7969,AMERICAN ANNALS OF THE DEAF,AM ANN DEAF,1.024,35.977
7969,CHEMICAL RESEARCH IN CHINESE UNIVERSITIES,CHEM RES CHINESE U,1.024,26.205
7969,IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT,IN VITRO CELL DEV-PL,1.024,18.194
7969,JOURNAL OF ANIMAL AND FEED SCIENCES,J ANIM FEED SCI,1.024,62.931
7969,STOCHASTIC PROCESSES AND THEIR APPLICATIONS,STOCH PROC APPL,1.024,51.210
7974,ENVIRONMENTAL MODELING & ASSESSMENT,ENVIRON MODEL ASSESS,1.023,19.869
7974,Geoscientific Instrumentation Methods and Data Systems,GEOSCI INSTRUM METH,1.023,20.743
7974,INTERFACES AND FREE BOUNDARIES,INTERFACE FREE BOUND,1.023,69.587
7974,OPTIMIZATION METHODS & SOFTWARE,OPTIM METHOD SOFTW,1.023,38.886
7978,Canadian Review of Sociology-Revue Canadienne de Sociologie,CAN REV SOCIOL,1.022,50.699
7978,EUROPEAN JOURNAL OF MASS SPECTROMETRY,EUR J MASS SPECTROM,1.022,23.710
7980,ATLA-ALTERNATIVES TO LABORATORY ANIMALS,ATLA-ALTERN LAB ANIM,1.021,17.578
7980,AUSTRALIAN JOURNAL OF SOCIAL ISSUES,AUST J SOC ISSUES,1.021,42.683
7980,Astrophysical Bulletin,ASTROPHYS BULL,1.021,32.540
7980,International Journal of Unconventional Computing,INT J UNCONV COMPUT,1.021,34.135
7980,JOURNAL OF ENVIRONMENTAL LAW,J ENVIRON LAW,1.021,40.272
7985,INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,INT J EDUC DEV,1.020,44.894
7985,NEW CARBON MATERIALS,NEW CARBON MATER,1.020,24.182
7985,SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,SURG LAPARO ENDO PER,1.020,22.589
7988,ADAPTIVE BEHAVIOR,ADAPT BEHAV,1.019,29.902
7988,ADAPTIVE BEHAVIOR,ADAPT BEHAV,1.019,29.902
7988,Australasian Journal of Environmental Management,AUSTRALAS J ENV MAN,1.019,19.524
7988,International Journal for Uncertainty Quantification,INT J UNCERTAIN QUAN,1.019,39.044
7988,JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE,J LIBR INF SCI,1.019,45.294
7988,JOURNAL OF PSYCHOLOGY AND THEOLOGY,J PSYCHOL THEOL,1.019,42.248
7988,Research in Human Development,RES HUM DEV,1.019,12.143
7995,International Journal of Logistics-Research and Applications,INT J LOGIST-RES APP,1.018,23.454
7995,International Journal of Nursing Practice,INT J NURS PRACT,1.018,43.485
7995,International Journal of Nursing Practice,INT J NURS PRACT,1.018,43.485
7998,APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,APPL PSYCHOPHYS BIOF,1.017,28.512
7998,FAMILY & COMMUNITY HEALTH,FAM COMMUNITY HEALTH,1.017,31.240
7998,FOLIA GEOBOTANICA,FOLIA GEOBOT,1.017,36.557
7998,JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL,J LOW FREQ NOISE V A,1.017,37.097
7998,Journal of Comparative Policy Analysis,J COMP POLICY ANAL,1.017,35.106
7998,Jundishapur Journal of Microbiology,JUNDISHAPUR J MICROB,1.017,11.600
7998,MATHEMATICAL METHODS IN THE APPLIED SCIENCES,MATH METHOD APPL SCI,1.017,57.843
8005,CULTURE MEDICINE AND PSYCHIATRY,CULT MED PSYCHIAT,1.016,36.727
8005,Central European Journal of Biology,CENT EUR J BIOL,1.016,31.176
8005,Journal of Mountain Science,J MT SCI-ENGL,1.016,19.432
8008,ARID LAND RESEARCH AND MANAGEMENT,ARID LAND RES MANAG,1.015,23.468
8008,CLINICAL IMAGING,CLIN IMAG,1.015,16.142
8008,JOURNAL OF THE WORLD AQUACULTURE SOCIETY,J WORLD AQUACULT SOC,1.015,41.000
8008,LEARNING & BEHAVIOR,LEARN BEHAV,1.015,19.135
8008,LEARNING & BEHAVIOR,LEARN BEHAV,1.015,19.135
8008,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICAL ENGINEERING SCIENCE,P I MECH ENG C-J MEC,1.015,30.385
8014,CLAYS AND CLAY MINERALS,CLAY CLAY MINER,1.014,26.087
8014,MECHANICS OF TIME-DEPENDENT MATERIALS,MECH TIME-DEPEND MAT,1.014,36.455
8014,MYCOSCIENCE,MYCOSCIENCE,1.014,15.000
8017,HELGOLAND MARINE RESEARCH,HELGOLAND MAR RES,1.013,33.968
8017,Knowledge Management Research & Practice,KNOWL MAN RES PRACT,1.013,33.528
8019,HARVARD JOURNAL OF LAW AND PUBLIC POLICY,HARVARD J LAW PUBL P,1.012,59.396
8019,Plant Ecology and Evolution,PLANT ECOL EVOL,1.012,36.085
8019,SCHOOL PSYCHOLOGY INTERNATIONAL,SCHOOL PSYCHOL INT,1.012,21.552
8019,ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS,Z PHYS CHEM,1.012,17.466
8023,ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY,ASIAN PAC J ALLERGY,1.011,12.131
8023,ECONOMETRIC THEORY,ECONOMET THEOR,1.011,45.400
8023,ECONOMETRIC THEORY,ECONOMET THEOR,1.011,45.400
8023,RUBBER CHEMISTRY AND TECHNOLOGY,RUBBER CHEM TECHNOL,1.011,31.977
8027,CHINESE JOURNAL OF ORGANIC CHEMISTRY,CHINESE J ORG CHEM,1.010,29.661
8027,Compare-A Journal of Comparative and International Education,COMPARE,1.010,44.468
8027,ENGINEERING COMPUTATIONS,ENG COMPUTATION,1.010,30.620
8027,Personalized Medicine,PERS MED,1.010,13.035
8027,Psychiatria Polska,PSYCHIATR POL,1.010,17.958
8032,BRITISH DENTAL JOURNAL,BRIT DENT J,1.009,21.667
8032,DESIGNS CODES AND CRYPTOGRAPHY,DESIGN CODE CRYPTOGR,1.009,45.312
8032,SCIENTIA MARINA,SCI MAR,1.009,32.857
8035,ZOOLOGICAL STUDIES,ZOOL STUD,1.008,48.160
8036,JOURNAL OF THE TEXTILE INSTITUTE,J TEXT I,1.007,68.750
8037,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART H-JOURNAL OF ENGINEERING IN MEDICINE,P I MECH ENG H,1.005,21.429
8038,AMERICAN JOURNAL OF VETERINARY RESEARCH,AM J VET RES,1.004,57.721
8039,ACM Transactions on Modeling and Computer Simulation,ACM T MODEL COMPUT S,1.000,39.244
8039,ACTA INFORMATICA,ACTA INFORM,1.000,20.205
8039,AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT,AFR DEV REV,1.000,39.091
8039,ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,ASIAN J SOC PSYCHOL,1.000,18.548
8039,Advances in Chromatography,ADV CHROMATOGR,1.000,24.342
8039,Asia Pacific Business Review,ASIA PAC BUS REV,1.000,20.509
8039,Australian Journal of Rural Health,AUST J RURAL HEALTH,1.000,32.657
8039,Australian Journal of Rural Health,AUST J RURAL HEALTH,1.000,32.657
8039,Behavioral Psychology-Psicologia Conductual,BEHAV PSYCHOL,1.000,27.686
8039,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,1.000,21.103
8039,CRYSTAL RESEARCH AND TECHNOLOGY,CRYST RES TECHNOL,1.000,25.000
8039,CULTURAL STUDIES,CULT STUD,1.000,66.299
8039,Discourse Context & Media,DISCOURSE CONTEXT ME,1.000,39.873
8039,European Journal on Criminal Policy and Research,EUR J CRIM POLICY RE,1.000,42.241
8039,FORMAL METHODS IN SYSTEM DESIGN,FORM METHOD SYST DES,1.000,32.212
